Carrier,Airport_Distance,Number_of_flights,Weather,Support_Crew_Available,Baggage_loading_time,Late_Arrival_o,Cleaning_o,Fueling_o,Security_o,Arr_Delay
UA,459,43838,5,41,18,19,9,15,49,87
B6,460,42268,5,49,17,19,12,23,34,54
AA,438,44430,6,51,18,19,15,24,39,103
UA,469,42020,5,128,16,18,10,27,26,24
DL,441,46338,5,145,17,18,10,19,31,67
WN,450,44282,6,8,18,19,14,26,39,94
MQ,456,43357,6,50,17,18,14,27,29,60
US,465,44570,6,17,18,18,18,30,39,89
US,449,43275,5,122,16,19,7,25,36,54
B6,404,39022,5,190,16,17,7,25,37,11
MQ,425,38825,5,86,16,19,19,22,36,24
FL,440,45586,6,161,17,19,5,29,34,71
AA,436,43688,6,91,18,20,11,28,47,110
AA,467,44732,6,77,17,19,7,22,39,93
MQ,420,48273,6,107,18,19,9,24,37,95
UA,421,46654,5,27,17,18,9,25,33,65
B6,425,46010,6,135,17,20,8,27,43,77
UA,433,39433,5,77,17,18,9,27,41,48
EV,439,44252,5,67,17,20,8,28,37,108
B6,464,48017,5,49,18,19,15,22,36,99
MQ,482,50907,6,70,18,20,8,25,35,151
AA,437,41512,5,89,17,19,14,31,32,78
WN,436,40736,5,68,16,18,13,29,42,50
B6,445,39685,5,84,17,19,13,25,16,56
US,421,44580,6,52,17,20,8,20,42,81
EV,469,43785,5,111,17,20,14,26,48,77
EV,427,49785,6,128,17,20,12,23,36,117
MQ,445,43179,5,26,17,19,13,26,37,65
EV,487,45020,5,31,18,19,17,30,43,123
B6,419,44514,5,29,17,19,4,26,28,78
UA,410,43426,5,80,17,18,13,25,33,47
DL,427,45012,6,62,18,20,13,26,42,96
DL,412,39304,5,136,17,18,14,24,36,34
VX,442,42805,5,67,17,18,8,18,44,54
UA,448,42678,5,93,17,19,10,28,45,80
EV,443,44579,6,58,17,19,11,24,37,89
B6,405,39357,5,93,16,19,7,29,41,30
EV,445,42239,6,78,16,17,9,23,33,36
B6,404,37657,5,95,16,18,7,32,35,13
AA,437,44540,6,71,17,19,12,26,36,66
B6,424,38667,5,69,16,18,16,22,32,20
AA,443,44363,5,50,16,19,12,27,46,56
EV,464,41393,5,119,17,18,9,26,34,63
AA,430,43237,5,81,16,18,12,24,39,32
UA,439,44133,5,70,17,18,12,24,26,77
WN,436,45935,6,96,17,19,-1,27,30,75
EV,435,44257,5,106,17,19,11,24,41,83
B6,463,43388,6,29,17,20,11,23,46,68
EV,449,43735,5,52,16,18,12,26,32,38
EV,434,43449,6,80,17,18,8,28,37,77
EV,437,38152,5,207,16,18,6,27,42,33
DL,437,43425,6,170,17,19,13,29,37,63
EV,431,45175,5,98,17,19,10,24,48,69
B6,456,46673,6,144,18,19,10,33,49,108
WN,442,53461,6,5,19,20,8,29,34,176
MQ,454,43515,6,45,17,18,10,27,43,66
UA,444,41980,5,42,16,18,11,28,37,64
UA,445,36817,5,172,16,18,12,31,27,14
UA,432,40696,5,149,16,18,10,30,41,50
US,439,44033,6,25,17,18,10,29,34,55
EV,442,44115,5,43,17,19,9,21,32,58
DL,408,37765,5,31,16,18,10,28,40,32
EV,412,41054,6,155,16,18,10,26,40,47
FL,443,45370,6,87,18,18,10,34,28,72
B6,424,42642,5,146,16,18,8,25,33,41
UA,460,40586,5,64,16,18,11,20,43,54
UA,461,49167,6,96,18,20,11,25,61,116
MQ,455,42675,6,68,17,19,7,22,28,99
B6,427,43343,6,106,17,19,7,27,31,77
B6,446,45486,6,38,17,18,12,27,35,82
DL,452,48387,5,20,17,19,18,26,46,109
MQ,432,41600,6,99,17,18,15,25,30,47
UA,448,45070,6,66,17,19,15,27,41,107
EV,442,43112,5,117,17,18,12,23,39,64
EV,428,44556,5,136,17,19,12,27,22,44
EV,442,41080,6,58,16,17,8,32,44,31
B6,447,45934,5,106,17,19,7,24,31,96
UA,472,42146,6,121,17,19,13,26,32,54
UA,437,43619,5,119,17,18,12,22,41,71
B6,450,44786,6,77,17,19,12,21,42,86
UA,478,49253,6,99,18,20,12,24,42,121
DL,447,43665,5,54,17,19,7,28,26,67
DL,498,45797,6,113,18,19,9,34,28,112
DL,408,40339,5,142,16,18,9,23,28,46
DL,429,40673,6,145,17,19,10,20,23,69
AA,448,42348,5,102,17,18,3,25,42,83
EV,417,42129,5,1,17,17,10,26,37,45
AA,420,44768,5,45,18,20,8,23,34,92
MQ,450,47259,5,21,17,20,12,21,49,93
AA,486,45884,5,4,17,19,10,29,39,128
US,448,44725,6,77,17,19,12,23,29,95
MQ,406,43615,6,77,16,18,5,33,35,50
9E,457,41177,5,58,16,18,9,22,34,25
9E,465,43848,5,106,17,19,10,23,23,68
B6,414,45914,5,125,16,18,6,19,46,72
MQ,471,43564,5,110,17,19,10,27,29,60
US,422,37323,5,105,16,17,13,26,35,13
EV,457,40194,5,113,17,17,11,24,28,41
9E,492,46479,6,85,17,18,6,28,51,105
DL,417,38943,5,134,16,18,9,30,49,18
B6,420,42626,6,95,18,19,2,26,35,89
B6,427,43107,6,6,17,19,9,26,33,59
DL,431,40999,5,75,17,18,16,26,37,45
UA,466,44981,6,44,18,20,11,28,31,111
UA,440,44752,5,165,17,18,5,25,31,36
UA,433,46191,6,13,17,19,10,24,24,106
US,451,43243,5,71,17,18,7,23,41,61
MQ,433,43866,6,39,17,19,11,23,42,68
EV,440,40497,6,105,16,18,8,26,32,22
UA,443,43065,5,49,17,19,7,30,36,65
B6,450,43003,6,88,17,19,12,28,38,72
UA,466,43961,5,93,17,18,18,24,30,48
EV,418,46184,6,34,17,19,11,21,28,84
MQ,433,41214,5,90,17,19,12,27,24,39
AA,464,39189,6,152,16,19,13,26,44,34
UA,444,44646,6,30,17,20,4,20,48,91
9E,428,41181,5,113,17,19,15,31,36,59
MQ,476,42023,6,56,17,20,5,22,39,98
UA,470,42440,6,82,18,19,11,24,47,85
B6,446,47847,6,90,18,19,9,24,44,113
DL,443,40374,5,58,16,17,9,26,39,36
DL,454,45824,5,26,18,18,9,23,27,101
B6,438,48765,6,60,17,18,8,25,38,85
EV,458,46427,5,134,17,19,6,31,37,89
MQ,405,34541,5,106,15,16,13,28,22,2
B6,435,46054,6,94,18,20,14,28,48,71
UA,444,41506,5,68,17,18,11,22,32,46
AA,451,47374,5,45,17,19,3,22,43,86
MQ,454,44427,6,74,18,18,11,20,44,94
UA,449,38386,6,178,17,18,6,22,30,43
DL,451,41081,5,69,16,17,12,23,48,37
MQ,450,42029,6,52,17,18,12,29,29,58
UA,433,46277,5,105,18,20,7,29,45,90
UA,467,43991,6,75,18,19,13,28,47,99
B6,436,40238,5,59,16,19,12,22,32,35
B6,464,45662,5,94,18,19,6,26,49,68
WN,454,39755,5,145,16,18,13,26,34,33
AA,429,40825,5,133,16,18,11,24,38,28
B6,430,45142,6,105,17,19,10,21,42,67
B6,453,41824,5,128,17,19,9,27,37,86
UA,449,41854,5,88,17,18,10,27,31,64
AA,414,40053,5,61,17,19,11,25,41,45
UA,460,43811,5,64,18,19,9,26,28,100
US,463,41148,6,96,17,19,12,27,27,56
9E,437,40659,5,165,17,17,9,26,43,34
EV,449,44424,6,27,18,20,7,24,26,109
EV,452,46864,6,19,18,20,11,21,34,114
UA,433,42481,5,81,17,19,8,19,45,73
EV,453,41629,5,98,17,19,17,26,47,45
WN,440,45562,5,65,17,19,11,19,38,78
DL,452,47478,6,106,18,19,5,30,42,121
AA,421,41112,6,85,17,18,12,22,44,56
AA,441,43974,6,71,17,19,13,18,34,75
UA,436,45212,5,95,17,19,9,21,37,67
B6,424,43738,5,62,17,18,6,21,39,62
DL,463,45612,5,94,17,19,13,30,43,75
DL,444,39782,5,44,16,18,11,24,30,32
UA,467,41597,6,119,17,19,13,28,43,80
9E,455,48245,5,9,18,20,11,34,36,139
DL,467,46988,5,36,17,19,7,27,33,88
MQ,447,44858,5,10,17,19,15,29,41,79
EV,453,45606,6,112,17,19,8,25,35,110
UA,437,43959,5,67,17,18,12,21,29,53
9E,454,45854,6,109,18,19,7,24,38,117
EV,432,44770,5,96,17,18,8,26,47,56
FL,443,41404,5,114,17,18,12,27,42,57
9E,477,47108,6,85,18,19,9,25,41,135
AA,456,44736,5,88,18,19,8,21,36,97
9E,420,43829,5,84,17,18,13,28,42,63
DL,423,40601,5,142,16,19,5,26,40,55
MQ,404,40377,5,48,16,17,8,33,32,19
EV,487,42868,5,73,17,20,9,24,45,79
DL,463,45135,6,107,17,19,6,29,43,81
UA,425,42256,5,43,16,18,11,26,34,32
EV,427,36125,5,72,16,18,14,29,38,20
EV,445,43080,6,79,18,19,6,23,30,101
B6,431,47313,6,79,18,19,5,28,40,102
DL,441,41672,6,88,17,19,12,27,36,52
9E,454,45282,6,49,17,20,10,30,36,100
UA,433,41917,5,50,17,20,11,26,34,73
DL,455,46201,6,125,17,20,13,30,35,83
EV,452,41756,5,76,17,19,8,29,39,91
B6,439,37792,5,97,16,18,12,27,26,24
WN,427,44129,6,71,17,19,10,26,41,81
MQ,440,41452,6,102,16,19,11,25,52,46
UA,452,48094,6,108,18,19,12,28,34,125
MQ,462,43579,5,31,17,19,8,24,29,75
AA,445,44093,6,143,17,19,8,16,30,66
B6,435,42309,5,151,16,18,11,25,34,48
UA,431,41057,5,29,17,18,7,21,45,31
AA,429,42348,5,156,17,19,9,26,41,52
AA,422,40095,5,131,16,18,8,22,35,26
B6,421,44312,5,91,16,19,4,25,30,32
DL,467,50258,6,29,18,20,9,19,31,116
DL,435,38575,5,129,16,17,11,29,25,24
DL,455,44106,6,154,17,19,9,33,31,74
UA,450,45474,6,90,18,19,9,26,21,108
EV,445,44055,5,120,17,18,12,25,52,63
MQ,430,39646,6,49,17,18,9,24,34,75
UA,456,46322,6,99,17,20,10,20,31,96
DL,451,43671,5,2,17,19,9,25,36,72
US,446,47281,5,54,17,19,14,27,38,99
AA,409,44892,5,61,17,19,12,22,31,72
B6,457,47522,6,43,18,19,15,23,34,107
DL,421,38514,5,98,15,18,12,28,48,16
B6,459,44184,6,14,18,20,9,31,39,129
VX,439,42755,5,97,16,18,4,21,34,36
EV,420,42901,6,88,17,18,5,21,33,54
DL,443,43377,6,139,17,20,13,24,35,97
EV,466,42037,5,137,17,20,8,28,40,72
B6,424,37707,5,103,16,18,7,17,32,18
EV,440,46381,6,89,17,19,5,22,44,101
US,450,42473,5,103,17,18,10,25,37,61
UA,453,47126,6,9,18,19,15,27,43,116
WN,460,37206,5,127,16,18,9,19,43,14
MQ,448,44642,6,75,17,20,12,27,29,86
UA,416,37121,6,132,16,17,8,27,36,10
UA,403,44267,5,23,17,19,17,18,48,75
B6,433,38814,5,104,16,18,10,24,29,21
9E,453,46178,6,6,17,19,10,25,39,79
EV,436,39415,5,98,15,17,12,24,50,12
MQ,459,44822,6,43,18,20,10,29,32,101
AA,429,39686,5,142,16,18,9,24,27,26
UA,436,43128,5,75,17,18,9,29,40,40
EV,466,45372,6,68,18,18,9,25,45,83
EV,417,37218,5,220,16,18,9,30,33,9
B6,448,38509,5,107,16,18,10,25,40,28
B6,436,43130,5,70,17,18,14,27,45,55
AA,445,45479,6,93,18,18,8,26,40,78
DL,447,41038,6,53,17,19,4,25,29,48
EV,421,37217,5,2,16,17,4,26,33,20
DL,435,42909,5,84,16,18,10,28,29,36
EV,447,43054,5,87,18,19,7,29,46,76
AA,438,43468,5,156,17,19,12,24,27,79
DL,444,44486,5,97,17,18,8,27,44,77
VX,452,45746,6,169,17,20,7,25,36,84
AA,422,43158,5,99,17,19,9,23,34,87
WN,448,45244,6,28,17,20,13,28,34,88
UA,450,40810,5,64,16,18,16,23,33,53
MQ,427,36835,6,140,16,18,12,22,35,18
AA,452,45983,6,144,17,20,15,31,44,93
UA,429,40634,6,107,16,19,13,22,28,40
UA,436,45835,5,109,17,18,11,24,40,69
AA,409,47676,5,29,17,19,12,19,35,82
US,460,47317,6,126,17,20,15,34,42,85
DL,425,44106,6,61,17,19,10,25,25,87
UA,471,44871,5,93,17,19,18,26,36,79
WN,436,44824,5,19,17,19,11,23,41,75
EV,428,40654,5,115,17,19,6,25,38,41
B6,437,34627,6,178,15,17,11,18,41,4
B6,451,44267,5,18,18,19,9,28,54,108
UA,414,42699,6,79,17,19,9,33,31,76
UA,463,44390,6,33,17,19,11,25,34,98
B6,417,42921,6,123,17,18,11,31,38,56
AA,427,40840,5,113,17,18,16,24,32,52
F9,444,48166,6,107,17,20,12,24,50,126
B6,439,39863,6,151,16,18,8,26,34,34
UA,408,41608,5,111,17,18,10,25,31,52
AA,415,40946,5,177,16,19,12,23,46,33
B6,436,46086,5,33,17,19,10,23,38,94
MQ,408,38109,5,116,17,18,14,25,39,37
DL,450,44286,6,35,17,19,7,26,51,106
US,434,48996,6,82,18,20,11,20,33,133
UA,434,47714,6,109,18,19,8,17,41,105
AA,432,42536,5,98,17,20,9,26,43,67
UA,460,42282,5,107,16,18,7,30,44,41
AA,472,48410,5,48,18,20,6,22,43,131
EV,437,47336,5,59,17,19,11,20,45,107
UA,453,41691,6,75,17,19,7,23,38,74
FL,464,48493,5,98,17,19,12,26,37,116
B6,441,44065,6,209,17,19,9,24,42,76
UA,441,42612,5,86,16,18,10,29,34,59
EV,421,43094,5,90,17,17,11,26,39,52
B6,433,44121,5,84,17,19,9,21,30,53
B6,450,43432,6,65,17,19,9,31,40,80
DL,443,39137,5,106,16,18,9,25,44,15
DL,454,46210,6,85,17,19,10,32,35,81
DL,410,44151,5,95,17,20,18,27,36,72
DL,454,46984,5,101,17,19,7,29,28,85
9E,452,46478,5,90,18,20,10,26,36,92
B6,426,45895,5,83,17,19,10,22,40,71
B6,438,44489,5,79,17,18,6,22,51,58
DL,438,38924,5,133,16,17,10,24,34,17
WN,455,44375,6,75,17,19,16,26,36,69
B6,460,42463,6,130,16,19,8,22,41,77
UA,453,40000,5,54,17,18,10,20,33,65
B6,420,42926,5,110,17,19,11,23,36,59
WN,452,43185,6,68,17,18,10,28,43,81
B6,468,48122,6,1,18,19,6,22,29,119
UA,437,45573,5,56,17,18,12,20,40,88
EV,466,45322,6,110,17,19,13,20,48,81
DL,417,42522,6,133,16,18,12,32,25,40
B6,431,45912,5,90,18,19,9,21,49,99
B6,418,42558,6,34,17,19,16,20,35,73
UA,419,37838,5,99,16,18,17,28,31,19
EV,413,42874,5,42,18,19,13,30,21,101
B6,444,46032,6,65,17,18,11,20,42,83
UA,417,39352,5,172,16,17,17,29,34,13
DL,418,40735,5,12,17,18,11,25,41,38
UA,436,44462,5,123,17,18,14,21,42,56
EV,431,44357,5,98,17,19,13,16,45,76
MQ,469,47464,5,101,18,20,7,23,46,128
US,460,42997,5,127,17,18,13,23,42,80
UA,481,44698,5,79,17,19,8,27,42,108
MQ,453,45366,5,117,17,19,12,15,46,97
AS,451,41831,5,109,16,19,14,31,35,31
B6,469,45074,5,133,18,19,0,30,31,86
UA,415,44159,6,75,17,20,10,25,34,105
EV,455,48420,6,82,17,19,5,25,46,103
B6,446,42241,6,112,16,19,14,22,28,41
EV,425,43226,6,138,18,19,4,20,50,80
WN,433,40015,5,133,16,18,7,27,24,23
MQ,431,38537,5,117,17,18,11,28,26,32
UA,449,45575,5,93,16,18,5,28,34,34
AA,456,43923,6,101,18,20,7,28,35,106
AA,446,41942,5,58,16,18,3,28,34,43
DL,439,45468,5,89,17,19,5,28,37,107
AA,456,48098,6,51,18,19,5,21,26,128
9E,490,42498,5,59,17,19,12,21,36,94
US,450,43160,5,52,17,19,9,27,48,57
AA,445,46873,6,89,17,19,16,24,41,123
DL,454,43423,5,104,17,18,14,18,40,81
UA,440,42701,5,100,17,19,10,23,42,62
EV,465,44631,6,6,17,20,7,24,38,117
UA,427,39727,5,121,16,17,7,21,28,22
EV,402,37707,5,141,16,18,15,25,42,12
9E,484,42513,6,97,18,19,13,25,35,104
UA,438,43397,6,54,16,19,10,27,27,46
MQ,443,40498,6,53,17,19,9,24,48,37
UA,447,46104,6,17,17,19,17,22,41,106
EV,439,46397,5,79,17,19,10,23,48,86
B6,417,37266,5,92,15,19,14,26,36,15
MQ,451,41442,5,135,16,18,6,21,37,53
UA,452,46735,5,39,18,19,15,25,50,115
EV,426,46146,5,68,17,19,7,20,45,63
UA,422,36059,5,119,16,18,11,31,32,21
AA,460,44608,6,49,18,20,5,34,48,127
DL,461,39240,5,108,16,18,9,25,37,41
DL,428,42035,6,73,16,19,16,31,39,42
AA,420,35953,5,103,16,17,12,27,26,8
AA,456,42153,6,47,17,20,12,23,28,72
AA,444,44521,6,7,18,19,10,30,33,117
FL,448,43148,6,26,17,19,7,24,36,88
EV,462,46670,6,6,18,20,10,26,31,117
9E,437,40425,6,48,16,17,9,23,33,28
VX,431,44748,5,50,17,19,11,28,39,74
US,452,42778,5,156,17,19,7,22,32,71
MQ,470,45814,5,31,17,19,10,21,31,99
DL,428,40074,5,139,16,18,12,23,29,15
UA,438,41091,6,152,16,19,9,25,40,68
AA,432,46158,5,115,17,20,4,22,41,91
B6,424,42079,6,102,17,19,12,25,34,50
DL,442,40261,5,40,17,19,11,17,36,50
WN,427,42357,5,89,17,20,3,26,27,54
EV,435,40097,5,63,17,18,12,26,39,48
DL,427,38974,5,173,16,17,9,24,36,18
B6,449,41340,5,114,17,18,13,27,25,58
DL,430,47884,5,77,17,20,15,18,37,109
UA,426,38659,5,101,16,18,11,21,30,28
DL,429,43217,5,56,17,19,11,24,53,88
DL,434,41343,5,147,17,19,13,25,34,50
B6,436,43641,6,37,17,20,18,31,24,92
DL,444,43478,5,28,17,19,11,27,38,62
EV,423,38459,5,111,16,19,14,28,33,27
9E,410,43216,5,75,17,20,8,27,31,48
US,434,41831,6,57,17,18,9,27,34,67
MQ,440,38521,5,134,17,19,5,24,45,42
DL,479,45073,5,42,17,20,10,27,31,72
UA,435,38618,5,66,16,18,11,22,31,33
DL,499,47326,5,67,17,19,3,22,42,81
UA,446,43027,6,156,18,18,10,30,33,75
AA,429,40732,6,40,17,18,11,20,33,44
EV,412,40943,5,88,17,18,-1,25,49,54
DL,430,42791,5,99,16,18,16,28,36,26
EV,466,43874,5,71,18,19,8,20,30,85
B6,477,45475,6,38,18,19,11,19,39,92
EV,464,46940,6,46,18,19,13,33,40,98
DL,450,47464,6,94,18,20,12,20,38,125
AA,449,46638,6,40,18,19,16,24,42,117
9E,443,42052,5,83,16,18,8,27,30,43
UA,421,40167,5,125,15,18,8,25,29,12
DL,418,39536,5,121,17,18,13,28,33,45
MQ,458,46416,5,37,18,19,13,26,40,75
EV,436,40383,5,14,17,19,7,28,40,63
AA,424,43998,6,55,17,19,13,30,40,82
EV,425,44309,5,50,17,18,9,27,30,46
AA,441,45226,5,22,17,19,7,27,39,78
UA,443,39944,5,128,16,18,11,26,35,37
B6,456,40213,5,28,17,19,7,26,43,73
MQ,452,43933,5,138,17,20,12,28,28,83
9E,425,45045,5,72,17,19,10,19,34,103
EV,454,45252,6,97,18,20,14,26,43,90
B6,434,42668,6,107,17,18,10,27,30,54
VX,430,38197,5,180,16,18,11,16,36,19
UA,464,40154,5,112,16,18,13,21,25,28
9E,457,42616,6,2,17,18,11,25,31,63
9E,440,40586,6,115,16,18,12,25,28,41
B6,433,45982,5,80,17,19,8,23,48,80
UA,463,44996,5,113,17,19,11,20,40,75
DL,413,38388,5,222,17,18,10,23,42,24
UA,438,47403,6,126,18,19,17,31,47,85
EV,438,44196,5,47,17,20,16,25,39,90
9E,460,44623,6,37,17,20,12,23,37,123
AA,458,45995,5,43,18,19,6,32,39,107
UA,437,37368,5,71,16,18,7,25,49,32
EV,402,37223,5,94,16,18,9,22,36,18
UA,443,48175,6,33,17,19,10,23,35,107
MQ,441,43131,5,89,17,20,7,22,36,76
MQ,476,45367,6,30,18,19,8,26,40,123
EV,447,43023,5,137,18,20,8,23,47,94
UA,481,44737,5,113,18,20,8,24,48,119
AA,449,41141,5,38,17,18,10,21,24,60
9E,445,42844,6,104,17,20,12,27,39,62
MQ,440,44842,5,144,17,19,9,28,51,59
9E,415,41984,5,79,16,19,13,23,39,55
B6,460,49058,5,10,17,19,18,18,42,92
UA,450,46023,6,98,17,19,7,30,40,77
FL,418,30300,5,158,14,16,5,26,27,0
B6,448,46724,6,77,18,20,12,18,44,131
9E,463,49088,6,115,17,19,11,26,47,108
B6,443,42612,5,17,17,18,9,18,37,55
DL,454,47004,5,67,17,20,8,29,38,101
UA,449,47226,6,28,18,20,8,27,43,112
EV,434,42819,5,25,17,18,12,25,41,66
B6,422,45516,5,32,17,19,14,29,39,71
WN,422,39385,6,133,16,19,9,24,40,36
EV,436,43779,6,102,18,19,12,26,37,82
AA,445,36755,5,143,16,17,13,30,46,9
B6,484,47955,6,94,18,20,9,27,28,95
B6,425,40453,5,126,16,19,5,26,30,28
UA,438,48680,5,20,18,20,4,23,37,159
UA,442,41505,5,127,17,19,12,22,33,50
UA,447,42989,5,89,17,19,8,24,37,65
EV,434,43593,5,96,17,19,9,26,25,84
B6,455,44965,6,41,18,19,11,24,35,84
9E,463,41123,6,69,17,19,12,25,29,47
UA,439,40085,6,113,16,18,8,25,44,26
MQ,433,44710,6,92,18,19,7,27,49,84
B6,438,41383,5,110,16,18,9,29,36,35
B6,414,45438,6,51,17,19,6,24,41,80
MQ,427,44920,5,14,17,19,6,30,33,63
UA,432,43736,5,76,17,19,9,27,23,71
EV,440,43030,6,86,17,19,15,30,42,72
EV,446,39329,6,95,17,19,7,29,45,60
B6,429,44986,6,64,17,18,11,24,55,88
MQ,460,47384,5,81,18,19,5,25,47,116
MQ,453,42448,5,62,18,18,13,23,32,66
EV,445,41180,5,127,17,17,15,21,37,54
WN,413,40087,5,121,17,18,10,20,38,36
UA,457,43567,6,64,17,19,5,28,34,78
MQ,422,44054,6,39,16,19,12,24,28,50
B6,427,41823,5,138,17,18,4,22,43,44
UA,463,39811,5,66,17,18,12,24,43,74
DL,468,45683,5,62,18,20,5,28,36,116
B6,430,42855,5,125,18,19,11,25,41,101
UA,443,45805,6,47,17,20,16,23,23,105
B6,467,44994,6,23,17,19,11,22,45,67
MQ,419,40068,5,165,16,18,9,25,35,35
EV,440,41997,5,97,17,19,8,31,38,55
9E,471,46286,6,72,17,19,7,25,33,100
EV,438,42710,5,20,17,19,8,25,42,79
EV,451,45708,6,13,18,19,8,21,45,88
B6,450,42875,5,80,17,19,7,25,47,67
B6,423,37932,5,163,16,19,10,24,26,33
MQ,413,40134,6,118,17,19,10,26,19,71
AA,468,44786,6,80,17,19,11,28,37,78
MQ,422,40511,5,130,15,17,9,28,30,21
B6,463,45421,6,66,18,20,8,28,41,124
UA,436,44078,6,52,17,19,11,25,37,63
B6,397,39937,5,72,16,18,8,26,29,27
B6,417,44021,5,19,17,19,8,22,37,81
B6,450,37769,5,130,16,17,7,24,34,21
EV,453,46045,5,93,17,19,2,28,36,81
AA,443,44253,6,204,17,18,13,25,28,69
B6,462,44222,6,76,17,18,-1,30,22,88
B6,419,35262,5,70,16,17,11,23,55,11
B6,459,44742,5,66,17,19,6,23,41,67
B6,435,46442,5,44,18,20,10,24,44,91
B6,441,37289,5,24,17,18,10,23,34,30
EV,409,41693,5,64,17,18,9,21,32,64
EV,410,41883,5,88,16,19,9,23,36,31
B6,445,43954,5,25,17,17,6,28,36,66
B6,434,42530,5,133,16,18,11,26,35,44
B6,451,44144,5,145,18,19,8,22,40,56
EV,467,44465,6,117,17,18,9,24,46,72
B6,434,43519,5,88,18,18,13,29,39,76
B6,431,43189,6,81,17,19,13,25,38,73
B6,464,44812,6,1,18,18,9,22,25,75
EV,454,40164,5,101,17,19,17,25,20,47
EV,407,40583,5,100,16,18,12,25,27,18
B6,456,44884,6,140,17,19,15,28,39,74
EV,464,44830,6,52,17,19,7,18,21,99
B6,424,40469,5,90,16,19,9,26,49,34
B6,446,44738,6,77,17,18,9,28,41,75
B6,431,42862,5,100,17,19,2,18,28,68
B6,445,45491,6,135,17,19,9,27,40,87
B6,443,40779,6,18,17,19,8,22,45,51
US,428,46127,6,3,17,19,13,27,32,103
UA,415,40560,6,67,16,18,11,28,32,33
AA,443,43155,5,132,17,19,5,25,33,56
UA,466,44648,6,25,17,19,8,27,44,89
B6,405,40943,6,75,17,19,9,23,34,69
B6,432,41492,5,100,16,18,12,21,40,53
B6,448,39140,5,74,16,18,11,25,37,18
B6,421,41810,6,41,18,20,6,27,45,72
AA,423,38971,5,120,16,17,8,23,23,35
B6,440,42298,5,104,17,19,12,23,35,55
DL,441,41464,5,104,17,18,4,20,32,47
EV,452,48524,6,128,18,20,3,25,44,94
DL,440,39176,5,138,16,18,6,28,52,40
DL,461,49569,6,66,18,19,8,26,31,113
FL,453,43214,6,146,16,18,10,21,39,45
UA,441,38878,5,115,17,18,3,30,35,30
UA,459,40482,5,184,16,18,11,24,29,42
UA,426,38663,5,33,16,18,9,23,31,38
EV,472,40066,6,85,16,19,10,24,41,45
EV,440,39569,5,126,17,19,12,23,42,38
9E,427,40264,5,151,15,18,10,21,45,24
B6,471,42795,5,47,16,19,10,21,42,59
WN,454,42428,5,178,16,19,5,27,45,47
MQ,446,45145,5,55,17,19,6,23,27,76
UA,455,48034,6,29,18,19,14,23,39,123
US,432,44250,5,85,17,19,2,22,35,67
AA,433,48847,5,83,17,20,3,23,35,114
UA,465,49989,5,151,18,20,13,22,49,116
UA,424,42644,5,116,17,18,10,27,40,43
DL,460,45944,6,56,18,20,12,28,35,101
DL,425,39536,6,76,16,18,6,30,45,34
AA,444,43539,5,95,17,18,9,25,37,67
B6,432,42615,6,168,16,18,9,18,36,29
EV,433,37347,5,141,15,18,7,26,40,12
DL,427,47153,5,83,17,18,11,21,31,94
WN,484,45302,5,96,17,19,11,27,35,88
B6,456,43616,6,56,17,18,15,22,40,70
B6,433,40149,6,138,17,19,5,23,48,61
UA,398,37868,5,165,15,17,11,27,32,7
US,440,43142,5,82,17,19,7,29,35,73
AA,447,44398,5,34,17,19,10,21,40,79
MQ,454,43416,5,76,17,19,10,25,40,69
MQ,442,39540,5,137,16,18,8,29,34,39
MQ,446,42282,6,44,17,19,11,31,51,79
UA,453,45137,5,70,18,19,6,22,27,95
UA,438,39911,6,200,17,19,12,25,37,48
US,435,40189,5,73,16,18,9,24,38,26
DL,442,44748,6,51,17,19,8,25,33,87
WN,440,42775,5,101,17,19,9,23,33,57
EV,410,44912,6,59,17,19,10,28,26,82
EV,441,44089,6,3,17,19,11,25,42,66
US,429,40509,5,165,16,18,8,25,34,29
B6,469,46285,6,81,18,20,9,23,26,127
DL,465,42610,6,62,17,19,10,23,49,86
WN,409,40560,5,145,16,19,9,21,39,25
EV,442,43232,5,73,17,18,13,30,38,79
UA,460,43176,5,88,17,19,5,24,41,64
AA,446,43899,6,50,18,19,13,27,42,101
UA,421,43958,5,10,18,20,9,29,37,110
UA,471,44809,6,56,18,20,8,23,27,116
EV,445,41536,5,67,18,19,11,26,44,80
US,450,42603,5,115,17,19,12,22,35,77
UA,460,45105,5,79,17,19,9,21,40,95
B6,437,43818,5,65,17,19,10,30,46,73
UA,382,40925,5,29,16,19,17,30,30,26
EV,449,45499,5,53,17,19,17,21,40,67
AA,443,43098,5,137,16,18,5,30,33,57
B6,442,42747,6,59,17,19,17,24,34,74
B6,454,41883,5,105,17,19,10,24,39,68
US,411,42949,5,84,17,19,4,21,37,60
UA,442,40687,5,104,16,18,5,29,43,32
UA,443,43320,5,116,17,18,7,27,31,57
US,415,41798,5,135,17,18,21,19,43,32
DL,457,41818,6,77,17,18,9,24,32,49
UA,448,44572,5,115,17,19,10,22,46,74
DL,428,41392,6,88,16,18,10,26,50,24
UA,432,45468,6,21,18,19,18,20,52,84
AA,451,41501,5,85,17,18,14,23,37,60
B6,427,44248,5,57,17,19,6,25,20,73
DL,404,42610,5,75,16,18,5,20,38,36
DL,445,42876,6,156,16,17,9,18,28,34
